REPORT_NO,STATUS_FLAG,DEPT_CD,DEPT_NM,FLAW_GBN,REPORT_DT,INPUT_DT,PLANT_CD,PROCESS_CD,ITEM_CD,ITEM_GROUP_CD,FLAW_QTY,TYPE_CD,LOSS_MH,BP_CD,PAR_ITEM_CD,OUT_HOGI,ISSUE_DT,REMARK,INIT_QA_YN,REL_DEPT_YN,REL_DEPT_CD,CLAIM_YN,PART_COST,LABOR_COST,CLAIM_AMT,FINAL_CLAIM_AMT,DECIDE_RESULT,FLAW_STATE,ACT_RESULT,REL_DEPT_DT,REL_DEPT_COMMENT,CAP_YN,CAP_ACTION,QA_COMMENT,DECIDE_YN,DECIDE_DT,SIGN_YN,SIGN_DT,FINAL_YN,FINAL_DT,INSRT_USER_ID,INSRT_DT,UPDT_USER_ID,UPDT_DT,REG_DT,BIZ_DT,USE_ITEM_SEQ
QA2604101,P20,SH11610100,품질관리팀,QO,2026-04-17 00:00:00,2026-04-17 00:00:00,SH00,H01,,CX319,0.00,Y,0,,CX50100001,11,2026-04-13 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,3개월 이상 재검,,,,N,,,Y,2026-04-27 11:44:57.933000,N,,N,,222009,2026-04-17 09:25:06.480000,222009,2026-04-27 11:44:57.933000,,,
QA2604102,P20,SH11610100,품질관리팀,QO,2026-04-17 00:00:00,2026-04-17 00:00:00,SH00,H01,,CX319,0.00,Y,0,,CX50100001,12,2026-04-13 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:44:47.050000,N,,N,,222009,2026-04-17 09:25:06.497000,222009,2026-04-27 11:44:47.050000,,,
QA2604103,P30,SH22101000,생산팀(특장),QC,2026-04-15 00:00:00,2026-04-21 00:00:00,SA00,A01,A535108,ZZZZZ,1.00,O,0,1248131958,A760000,1,,개발장비건,,Y,SH22101000,N,0.00,0.00,0.00,0.00,,버켓 FRP 커버간섭 조립불가,버켓 SIDE COVER 상하 조립후 엘레베이터 작동시 간섭이상없음.,,,N,,,Y,2026-04-21 17:49:00.060000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 11:47:04.780000,405015,2026-05-08 15:22:23.547000,2026-04-21 16:55:36.100000,,
QA2604104,P30,SH22101000,생산팀(특장),QC,2026-04-15 00:00:00,2026-04-21 00:00:00,SA00,A01,AW86500,ZZZZZ,11.00,P,0,1248131958,A760000,1~11,,개발장비건,,Y,SH24104000,N,0.00,0.00,0.00,0.00,,프레임 발판 구조물과 간섭되서 스패어 타이어 탈거 어려움.스패어타이어 핸들 연장공구 필요 ,스패어 타이어 장착에 필요한 연장공구 일반구매품 없음으로 추가건 설계팀 신규도면 배포후 발주진행함,,,N,,,Y,2026-04-30 08:27:08.497000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 11:48:42.717000,405015,2026-05-08 15:22:23.547000,2026-04-23 08:41:17.420000,,
QA2604105,P30,SH22101000,생산팀(특장),QC,2026-04-15 00:00:00,2026-04-21 00:00:00,SA00,A03,D705302E,ZZZZZ,1.00,Q,0,1248131958,D700000,30,,,,Y,SH24102000,N,0.00,0.00,0.00,0.00,,모노레버(조이스틱) CONTROL PANEL 내측 PLATE 간섭 발생-이전 설계개선 요청건 ,현대 샤시 변경 시점에 맞춰 설변예정.#34호기부터 적용,,,N,,,Y,2026-04-30 08:24:41.723000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 11:56:14.870000,405015,2026-05-08 15:22:23.547000,2026-04-21 13:32:25.510000,,
QA2604106,P30,SH22101000,생산팀(특장),QC,2026-04-16 00:00:00,2026-04-21 00:00:00,SA00,A01,A522102D,SI202,1.00,A,0,1248131958,A760000,1,,개발장비건,,Y,SH22101000,N,0.00,0.00,0.00,0.00,,수소차 국책 2단붐 EXT SHEAVE PIN 홀 확인결과 가공라인 가공불량으로 단차발생함,설계팀과 협의후 사용유무 확인완료.사용하기함,,,N,,,Y,2026-04-21 18:40:48.917000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 11:57:09.303000,405015,2026-05-08 15:22:23.547000,2026-04-21 16:55:36.100000,,
QA2604107,P30,SH22101000,생산팀(특장),QC,2026-04-16 00:00:00,2026-04-21 00:00:00,SA00,A01,A531413A,ZZZZZ,11.00,B,0,3320703029,A760000,1~11,,개발장비건,,Y,SH11231200,N,0.00,0.00,0.00,0.00,,하부 컨트롤 판넬 끝단부 날카로운 부위가 제거되지 않고 입고됨,업체방문 판넬 끝단부 날카로움 제거작업 조치완료.,,,N,,,Y,2026-05-07 15:33:23.660000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 11:58:34.350000,405015,2026-05-08 15:22:23.547000,2026-04-21 16:55:36.100000,,
QA2604108,P30,SH22101000,생산팀(특장),QC,2026-04-16 00:00:00,2026-04-21 00:00:00,SA00,A01,AW81400C,ZZZZZ,11.00,B,0,1348149488,A760000,1~11,,개발장비건,,Y,SH11231200,N,0.00,0.00,0.00,0.00,,O/T 최대인입시 끼임발생- O/T 측면 용접부 용접비그 돌출로 인해 프레임 O/T BOX에 끼임,업체내방 용접비드 사상 수정조치완료,,,N,,,Y,2026-05-07 15:33:28.850000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 11:59:27.997000,405015,2026-05-08 15:22:23.547000,2026-04-23 08:39:25.887000,,
QA2604109,P30,SH22101000,생산팀(특장),QC,2026-04-16 00:00:00,2026-04-21 00:00:00,SA00,A01,A531401A,SI202,11.00,P,0,1248131958,A760000,1~11,,개발장비건,,Y,SH24104000,N,0.00,0.00,0.00,0.00,,하부밸브박스 도어 후방카메라 간섭,설계팀 검토후 신규 커버제작 발주진행함,,,N,,,Y,2026-04-30 08:26:03.810000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 12:00:34.087000,405015,2026-05-08 15:22:23.547000,2026-04-23 08:41:17.420000,,
QA2604110,P30,SH22101000,생산팀(특장),QC,2026-04-16 00:00:00,2026-04-21 00:00:00,SA00,A01,A531401A,SI202,11.00,P,0,1248131958,A760000,1~11,,개발장비건,,Y,SH24104000,N,0.00,0.00,0.00,0.00,,코드릴 접지부 보호커버 필요,설계팀 검토후 접지부 더블너트 체결후 보호캡 조립예정,,,N,,,Y,2026-04-27 15:51:32.283000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 14:29:06.317000,405015,2026-05-08 15:22:23.547000,2026-04-23 08:41:17.420000,,
QA2604112,P30,SH22101000,생산팀(특장),QC,2026-04-16 00:00:00,2026-04-21 00:00:00,SA00,A01,M101312F,OE201,11.00,A,0,3320703029,A760000,1~11,,개발장비건,,Y,SH11231200,N,0.00,0.00,0.00,0.00,,TOOL BOX 좌우 전방 문짝 배수홀 작업 누락됨 ,업체방문 배수홀 가공 수정조치완료 ,,,N,,,Y,2026-05-07 15:33:31.767000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 14:30:51.093000,405015,2026-05-08 15:22:23.547000,2026-04-21 16:55:36.100000,,
QA2604113,P30,SH22101000,생산팀(특장),QC,2026-04-16 00:00:00,2026-04-21 00:00:00,SA00,A02,D090000,DF202,2.00,D,0,1248131958,J8B1-0000000-00,401~402,,,,Y,SH11610100,N,0.00,0.00,0.00,0.00,,드리프터 내부 누유 발생,입고분 현장교체완료. 화성공장 품질담당자 내용전달하였으며 드리프터 테스트 방식 개선요청 및 재발방지대책 요청. 탈거분 화성공장 발송완료 수정후 입고요청함,,,N,,,Y,2026-05-07 15:33:34.903000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 14:33:34.703000,405015,2026-05-08 15:22:23.547000,2026-04-21 16:56:12.950000,,
QA2604114,P30,SH22101000,생산팀(특장),QC,2026-04-16 00:00:00,2026-04-21 00:00:00,SA00,A02,DR77400,DH303,1.00,K,0,3121376363,D111000,90,,,,Y,SH11610100,N,0.00,0.00,0.00,0.00,,에어컨 콤푸레셔 누기 발생,투입분 교체 선조치완료. 업체 탈거분 반출 교체품 입고완료,,,N,,,Y,2026-04-24 11:36:26.520000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 14:34:32.093000,405015,2026-05-08 15:22:23.547000,2026-04-21 16:56:12.950000,,
QA2604115,P30,SH22101000,생산팀(특장),QC,2026-04-16 00:00:00,2026-04-21 00:00:00,SA00,A03,D702109,ZZZZZ,1.00,P,0,1248131958,D700000,30,,,,Y,SH24102000,N,0.00,0.00,0.00,0.00,, PIN 도장 여부 확인필요,연구소 : 도면상 도장 표기 되어있음.PIN 조립시 도장 까질 문제 발생으로 도금 수정요청 진행  -#34~도면설변 완료,,,N,,,Y,2026-04-23 11:02:11.250000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 14:35:20.710000,405015,2026-05-08 15:22:23.547000,2026-04-21 18:28:42.800000,,
QA2604116,P30,SH22101000,생산팀(특장),QC,2026-04-16 00:00:00,2026-04-21 00:00:00,SA00,A02,DR54950A,DC401,1.00,Z,0,1248131958,D111000,91,,,,Y,SH22101000,N,0.00,0.00,0.00,0.00,,상부 와셔액 분사노즐 막힘,"와셔액 투명호스 공기차서 잠깐 안되는 것으로 확인, 조치완료",,,N,,,Y,2026-04-21 18:41:44.417000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 14:36:31.173000,405015,2026-05-08 15:22:23.547000,2026-04-21 16:56:12.950000,,
QA2604117,P30,SH22101000,생산팀(특장),QC,2026-04-17 00:00:00,2026-04-21 00:00:00,SA00,A02,DR63600,ZZZZZ,1.00,K,0,1248147182,D490000,87,,,,Y,SH11610100,N,0.00,0.00,0.00,0.00,,요소수탱크 하단 드레인포트 피팅 조립부 누수로 커민스엔진 긴급A/S 요청 진행,커민스 서비스방문 요소수탱크 교체조치 완료,,,N,,,Y,2026-04-21 18:41:56.757000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 14:37:30.880000,405015,2026-05-08 15:22:23.547000,2026-04-21 16:58:50.663000,,
QA2604118,P30,SH22101000,생산팀(특장),QC,2026-04-17 00:00:00,2026-04-21 00:00:00,SA00,A02,D028130,ZZZZZ,1.00,D,60,7778601840,D490000,88,,클레임,,Y,SH11610100,N,0.00,0.00,0.00,0.00,,S/W CYL' 튜브쪽 BUSH부 변형 조립불가,"투입분 교체 조치 완료,탈거분 업체방문 반출수정입고완료(4/23일).현장 확인 및 교체공수 패널티처리함",,,N,,,Y,2026-04-30 08:25:27.997000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 14:38:55.530000,405015,2026-05-08 15:22:23.547000,2026-04-21 16:58:12.350000,,
QA2604119,P30,SH22101000,생산팀(특장),QC,2026-04-17 00:00:00,2026-04-21 00:00:00,SA00,A03,JE07100,ZZZZZ,2.00,P,0,1248131958,D700000,30~31,,,,Y,SH24106000,N,0.00,0.00,0.00,0.00,,캐빈 내부 변경으로 전기작업 안됨. 전기작업이 마무리 되어야 조립 가능 확인요청,배선 연결 관련 현대건설측에 확인요청. 추후분 업체와 작업사양협의후 조치후 입고요청필요 현장 수정조치완료,,,N,,,Y,2026-04-23 10:45:25.747000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 14:43:35.903000,405015,2026-05-08 15:22:23.547000,2026-04-23 08:40:19.500000,,
QA2604120,P30,SH22101000,생산팀(특장),QC,2026-04-17 00:00:00,2026-04-21 00:00:00,SA00,A02,DC01400001,DC302,1.00,P,0,3128180264,D040000,200,,,,Y,SH24101000,N,0.00,0.00,0.00,0.00,,본넷 후방도어 변형 내측 보강대 배수홀 가공누락.도면확인결과 막음처리 없음. 업체(대신기업) 본넷 후방도어 내측 보강대하단 막음처리 도면상 없어야하는데 업체에서 이전에 구두협의로 막음처리후 배수홀작업해달라고 함,업체방문  탈거후 반출수정후 입고 재도장후 조립조치함. 추후분부터 도면대로 제작요청함. 막음처리가 필요한지 설계팀에 검토후 개선조치바람,,,N,,,Y,2026-04-23 08:58:44.410000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 14:45:33.600000,405015,2026-05-08 15:22:23.547000,2026-04-21 16:58:12.350000,,
QA2604121,P30,SH22101000,생산팀(특장),QC,2026-04-17 00:00:00,2026-04-21 00:00:00,SA00,A02,,,1.00,H,0,,D490000,87,,사내도장불량,,Y,SH22101000,N,0.00,0.00,0.00,0.00,,캐빈 발판 도장 불량,추후 완성도장시 수정진행예정,,,N,,,Y,2026-04-21 18:42:11.413000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 14:47:01.390000,405015,2026-05-08 15:22:23.547000,2026-04-21 16:58:12.350000,,
QA2604122,P30,SH22101000,생산팀(특장),QC,2026-04-17 00:00:00,2026-04-21 00:00:00,SA00,A01,S5T3-2721000-02,SI401,5.00,A,0,1243020333,A760000,1~5,,개발장비건,,Y,SH11610100,N,0.00,0.00,0.00,0.00,,"윈치 커버 아래 홀 확인 필요.홀간거리 확인결과 S:175mm, A:178~180mm",업체(신화산업) FRP COVER(LH) 홀간거리 제각각 조금씩 맞지 않음.현장 수정조치완료 추후분 홀가공시 지그 제작요청,,,N,,,Y,2026-04-21 18:42:33.167000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 14:47:47.140000,405015,2026-05-08 15:22:23.547000,2026-04-21 16:59:01.267000,,
QA2604123,P30,SH22101000,생산팀(특장),QC,2026-04-17 00:00:00,2026-04-21 00:00:00,SA00,A07,JE07100,ZZZZZ,2.00,E,0,1248131958,D700000,30~31,,,,Y,SH24106000,N,0.00,0.00,0.00,0.00,,기존과 다르게 굴삭기 조작모니터 위에 어라운드뷰 모니터가 추가로 부착되어서 입고됨 모니터 추가 부착된 자리는 전기쪽 모니터가 부착되던 자리로 해당 모니터 위치 이동 불가  현대측 확인 필요 ,"부착하는 모니터 크기랑 무게를 봤을때 다른 곳으로 이동 불가, 샤시 입고시 고지되지 않은 부분으로 현대건설에서 수정해야함. 해당 작업은 현장수정조치완료. 추후분 입고전 업체와 사양협의후 조치필요 ",,,N,,,Y,2026-04-23 10:42:47.213000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-21 14:48:41.047000,405015,2026-05-08 15:22:23.547000,2026-04-23 08:40:19.500000,,
QA2604124,P30,SH22101000,생산팀(특장),QC,2026-04-18 00:00:00,2026-04-22 00:00:00,SA00,A03,D705127,ZZZZZ,1.00,B,0,1408188166,D700000,31,,,,Y,SH11231200,N,0.00,0.00,0.00,0.00,,웨이트 브라켓 불량,S 124 mm A126mm로 삼성레이져  절곡불량입니다   업체오후  사내방문하여 반출 신제작 납품 완료,,,N,,,Y,2026-05-07 15:33:39.183000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-22 09:52:37.963000,405015,2026-05-08 15:22:23.547000,2026-04-23 13:53:58.477000,,
QA2604125,P30,SH22101000,생산팀(특장),QC,2026-04-20 00:00:00,2026-04-22 00:00:00,SA00,A03,M101313G,OE201,2.00,B,0,3320703029,A760000,"2,4",,개발장비건-클레임(재도장비용),,Y,SH11231200,N,0.00,0.00,0.00,0.00,,보조석 TOOL BOX 높이불량으로 턴테이블 S/W시 간섭됨.,업체 내방하여 반출완료. 수정불가로 긴급 신규제작 입고완료-재도장비용 패널티처리예정 -턴테이블과 TOOL BOX 유격(4mm) 없음으로 개선필요,,XXX,N,,,Y,2026-05-07 15:36:55.650000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-22 09:55:32.493000,405015,2026-05-08 15:22:23.547000,2026-04-23 13:53:58.477000,,
QA2604126,P30,SH22101000,생산팀(특장),QC,2026-04-20 00:00:00,2026-04-22 00:00:00,SA00,A03,D705105A,ZZZZZ,2.00,P,0,1248131958,D700000,30~31,,,,Y,SH24102000,N,0.00,0.00,0.00,0.00,,MAST REST 형상 불량,#31~ 설계변경 완료,,,N,,,Y,2026-04-30 08:26:46.340000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-22 09:57:37.220000,405015,2026-05-08 15:22:23.547000,2026-04-23 13:53:58.477000,,
QA2604127,P30,SH22101000,생산팀(특장),QC,2026-04-20 00:00:00,2026-04-22 00:00:00,SA00,A01,Z2P3-2701000-05,AT402,1.00,N,0,1348149488,Z5P1-HJ00000-00,862,,,,Y,SH11231200,N,0.00,0.00,0.00,0.00,,엔진 마운팅 브라켓 사이즈 하나가 잘못들어옴.-380용으로 입고됨,업체 M/T BKT 1EA  화물발송 입고완료,,,N,,,Y,2026-05-07 15:36:45.713000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-22 10:03:12.383000,405015,2026-05-08 15:22:23.547000,2026-04-23 08:41:17.420000,,
QA2604128,P30,SH22101000,생산팀(특장),QC,2026-04-21 00:00:00,2026-04-22 00:00:00,SA00,A01,6120035-0012240,ZZZZZ,2.00,Q,0,1248131958,A760000,1~2,,개발장비건,,Y,SH24104000,N,0.00,0.00,0.00,0.00,,버켓 배터리 1라인 작업 중 파손발생-배터리 BKT 위치 설계불량으로 인해 작동중 파손됨,특장개발팀 손망실 보고서 작성하여 배포. 재고분 사용함,,,N,,,Y,2026-04-23 14:13:56.003000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-22 10:04:36.147000,405015,2026-05-08 15:22:23.547000,2026-04-23 08:39:25.887000,,
QA2604129,P30,SH22101000,생산팀(특장),QC,2026-04-21 00:00:00,2026-04-22 00:00:00,SA00,A01,S5T3-2144000-04,SI401,1.00,A,0,1348149488,A770000,1,,개발장비건-소수국책,,Y,SH11231200,N,0.00,0.00,0.00,0.00,,"2단BOOM 상단HOSE SHEAVE PIN 조립불가.-PIN 가공불량임.측정결과S:35mm-0.025~0.045,A:35mm 0~0.01확인됨",현장수정 조치완료.업체 내용전달 추후분 확인요청,,,N,,,Y,2026-05-07 15:36:52.250000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-22 11:52:52.753000,405015,2026-05-08 15:22:23.547000,2026-04-23 08:39:25.887000,,
QA2604130,P30,SH22101000,생산팀(특장),QC,2026-04-21 00:00:00,2026-04-22 00:00:00,SA00,A01,A572353A,ZZZZZ,5.00,Z,0,3128103326,A760000,5~9,,개발장비건,,Y,SH11610100,N,0.00,0.00,0.00,0.00,,"FRP 버켓에 내피 조립 불가 내피외폭치수불량임. S:854mm 0~+8, A:850mm. 좌우 한쪽 R값불량",대치품으로 교체완료. 입고분 전량 확인완료. 총14EA중 5EA 조립불가 업체 4/27일 방문 재조립 확인완료. 외부보관후 정상조립됨.외부 기온에 따라 내피 수축된것으로 판단됨. ,,,N,,,Y,2026-04-27 11:19:12.123000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-22 11:55:52.917000,405015,2026-05-08 15:22:23.547000,2026-04-23 14:26:16.773000,,
QA2604131,P30,SH22101000,생산팀(특장),QC,2026-04-21 00:00:00,2026-04-22 00:00:00,SA00,A03,D701101H,ZZZZZ,1.00,H,0,1248131958,D700000,30,,,,Y,SH22101000,N,0.00,0.00,0.00,0.00,,마스트 사다리 안쪽부 도장 안됨,수정도장 진행예정,,,N,,,Y,2026-05-06 14:07:44.733000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-22 11:57:48.730000,405015,2026-05-08 15:22:23.547000,2026-04-23 13:53:58.477000,,
QA2604132,P30,SH22101000,생산팀(특장),QC,2026-04-21 00:00:00,2026-04-22 00:00:00,SA00,A01,A531401A,SI202,1.00,B,0,4918102052,A760000,7,,,,Y,SH24104000,N,0.00,0.00,0.00,0.00,,하부 아우트리거 전기박스 용접비드 간섭,현장에서 용접비드 사상 수정 완료,,"개발장비에 XXX XXX XXX XXX XXX

(XXX 8XXX XXX XXX XXX XXX - XXX XXX)
",N,,,Y,2026-05-07 15:36:37.203000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-22 12:00:04.210000,405015,2026-05-08 15:22:23.547000,2026-04-23 08:39:25.887000,,
QA2604133,P30,SH22101000,생산팀(특장),QC,2026-04-21 00:00:00,2026-04-22 00:00:00,SA00,A03,D702112,ZZZZZ,1.00,A,0,1248131958,D700000,30,,,,Y,SH22101000,N,0.00,0.00,0.00,0.00,,링크 동부시 검사요청,"삼정마이크로 검사결과 90,0 10mm 이상없음  -작업자 동부시박음 작업시 망치충격에 의한 변형   기소냉각 작업방법으로 작업 개선 필요",,,N,,,Y,2026-04-30 08:28:49.120000,N,2026-05-08 15:22:23.547000,N,,422001,2026-04-22 13:58:19.673000,405015,2026-05-08 15:22:23.547000,2026-04-23 13:53:58.477000,,
QA2604134,P15,SH11610100,품질관리팀,QO,2026-04-22 00:00:00,2026-04-22 00:00:00,SA00,A01,,AT402,1.00,H,0,,Z5P1-MPHV000-00,856,2026-04-27 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,전방 프레임 상단 표시부 터치업,,,,N,,,N,,N,,N,,421088,2026-04-22 16:37:45.843000,421088,2026-04-22 16:43:44.143000,,,
QA2604135,P15,SH11610100,품질관리팀,QO,2026-04-22 00:00:00,2026-04-22 00:00:00,SA00,A01,,AT402,1.00,O,0,,Z5P1-MPHV000-00,856,2026-04-27 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,엔진 슬라이딩 고정 핀 볼트 체결 필요,,,,N,,,N,,N,,N,,421088,2026-04-22 16:37:45.857000,421088,2026-04-22 16:37:45.857000,,,
QA2604136,P15,SH11610100,품질관리팀,QO,2026-04-22 00:00:00,2026-04-22 00:00:00,SA00,A01,,AT402,1.00,H,0,,Z5P1-MPHV000-00,856,2026-04-27 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,비상 모터 표시부 도장 세척,,,,N,,,N,,N,,N,,421088,2026-04-22 16:37:45.873000,421088,2026-04-22 16:37:45.873000,,,
QA2604137,P15,SH11610100,품질관리팀,QO,2026-04-22 00:00:00,2026-04-22 00:00:00,SA00,A01,,AT402,1.00,H,0,,Z5P1-MPHV000-00,856,2026-04-27 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,후방 범퍼 표시부 터치업,,,,N,,,N,,N,,N,,421088,2026-04-22 16:37:45.890000,421088,2026-04-22 16:37:45.890000,,,
QA2604138,P15,SH11610100,품질관리팀,QO,2026-04-22 00:00:00,2026-04-22 00:00:00,SA00,A01,,AT402,1.00,H,0,,Z5P1-MPHV000-00,856,2026-04-27 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,후방 범퍼 볼트 교체 필요,,,,N,,,N,,N,,N,,421088,2026-04-22 16:37:45.903000,421088,2026-04-22 16:37:45.903000,,,
QA2604139,P15,SH11610100,품질관리팀,QO,2026-04-22 00:00:00,2026-04-22 00:00:00,SA00,A01,,AT402,1.00,H,0,,Z5P1-MPHV000-00,856,2026-04-27 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,바스켓 리미트 측 표시부 터치업,,,,N,,,N,,N,,N,,421088,2026-04-22 16:37:45.920000,421088,2026-04-22 16:37:45.920000,,,
QA2604140,P15,SH11610100,품질관리팀,QO,2026-04-22 00:00:00,2026-04-22 00:00:00,SA00,A01,,AT402,1.00,H,0,,Z5P1-MPHV000-00,856,2026-04-27 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,바스켓 리미트 스위치 녹 제거 필요,,,,N,,,N,,N,,N,,421088,2026-04-22 16:37:45.937000,421088,2026-04-22 16:37:45.937000,,,
QA2604141,P15,SH11610100,품질관리팀,QO,2026-04-22 00:00:00,2026-04-22 00:00:00,SA00,A01,,AT402,1.00,H,0,,Z5P1-MPHV000-00,856,2026-04-27 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,"4단붐, 커넥터 연결 핀 측 TAP 표시부 터치업",,,,N,,,N,,N,,N,,421088,2026-04-22 16:37:45.950000,421088,2026-04-22 16:37:45.950000,,,
QA2604142,P15,SH11610100,품질관리팀,QO,2026-04-22 00:00:00,2026-04-22 00:00:00,SA00,A01,,AT402,1.00,H,0,,Z5P1-MPHV000-00,856,2026-04-27 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,바스켓 하부 표시부 터치업,,,,N,,,N,,N,,N,,421088,2026-04-22 16:37:45.967000,421088,2026-04-22 16:37:45.967000,,,
QA2604143,P15,SH11610100,품질관리팀,QO,2026-04-22 00:00:00,2026-04-22 00:00:00,SA00,A01,,AT402,1.00,I,0,,Z5P1-MPHV000-00,856,2026-04-27 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,메인 밸브 측 턴테이블 하단 커버 오일 세척 필요,,,,N,,,N,,N,,N,,421088,2026-04-22 16:37:45.983000,421088,2026-04-22 16:37:45.983000,,,
QA2604144,P15,SH11610100,품질관리팀,QO,2026-04-22 00:00:00,2026-04-22 00:00:00,SA00,A01,,AT402,1.00,H,0,,Z5P1-MPHV000-00,856,2026-04-27 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,메인 밸브 측 턴테이블 하단 커버 EX망 측 터치업,,,,N,,,N,,N,,N,,421088,2026-04-22 16:37:46,421088,2026-04-22 16:37:46,,,
QA2604145,P15,SH11610100,품질관리팀,QO,2026-04-22 00:00:00,2026-04-22 00:00:00,SA00,A01,,AT402,1.00,E,0,,Z5P1-MPHV000-00,856,2026-04-27 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,시저스 상승 시 저속 주행으로 전환됨,,,,N,,,N,,N,,N,,421088,2026-04-22 16:37:46.013000,421088,2026-04-22 16:37:46.013000,,,
QA2604146,P15,SH11610100,품질관리팀,QO,2026-04-22 00:00:00,2026-04-22 00:00:00,SA00,A01,,AT402,1.00,H,0,,Z5P1-MPHV000-00,857,2026-04-27 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,1단붐 상단 표시부 터치업,,,,N,,,N,,N,,N,,421088,2026-04-22 16:43:44.163000,421088,2026-04-22 16:43:44.163000,,,
QA2604147,P15,SH11610100,품질관리팀,QO,2026-04-22 00:00:00,2026-04-22 00:00:00,SA00,A01,,AT402,1.00,H,0,,Z5P1-MPHV000-00,857,2026-04-27 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,메인밸브 측 도어 내부 작동유 탱크 측 프레임 측면 표시부 터치업,,,,N,,,N,,N,,N,,421088,2026-04-22 16:43:44.180000,421088,2026-04-22 16:43:44.180000,,,
QA2604148,P15,SH11610100,품질관리팀,QO,2026-04-22 00:00:00,2026-04-22 00:00:00,SA00,A01,,AT402,1.00,H,0,,Z5P1-MPHV000-00,857,2026-04-27 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,프레임 전방 표시부 터치업,,,,N,,,N,,N,,N,,421088,2026-04-22 16:43:44.193000,421088,2026-04-22 16:43:44.193000,,,
QA2604149,P15,SH11610100,품질관리팀,QO,2026-04-22 00:00:00,2026-04-22 00:00:00,SA00,A01,,AT402,1.00,H,0,,Z5P1-MPHV000-00,857,2026-04-27 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,엔진 방향 전방 프레임 측면 터치업,,,,N,,,N,,N,,N,,421088,2026-04-22 16:43:44.210000,421088,2026-04-22 16:43:44.210000,,,
QA2604150,P15,SH11610100,품질관리팀,QO,2026-04-22 00:00:00,2026-04-22 00:00:00,SA00,A01,,AT402,1.00,H,0,,Z5P1-MPHV000-00,857,2026-04-27 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,냉각수 보조탱크 측 하단 프레임 표시부 터치업,,,,N,,,N,,N,,N,,421088,2026-04-22 16:43:44.227000,421088,2026-04-22 16:43:44.227000,,,
QA2604151,P15,SH11610100,품질관리팀,QO,2026-04-22 00:00:00,2026-04-22 00:00:00,SA00,A01,,AT402,1.00,H,0,,Z5P1-MPHV000-00,857,2026-04-27 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,엔진 슬라이딩 고정 볼트 측 표시부 터치업,,,,N,,,N,,N,,N,,421088,2026-04-22 16:43:44.240000,421088,2026-04-22 16:43:44.240000,,,
